author,author_timezone,commit_message,n_commits,n_projects_c,complexity,cognitive_complexity,duplicated_blocks,duplicated_files,duplicated_lines_density,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,open_issues,sqale_debt_ratio,code_smells,bugs,reliability_rating,vulnerabilities,security_rating,files,comment_lines_density,n_measures,n_projects_m,effort,message,blocker,critical,info,major,minor,issue_code_length,n_issues,n_projects_i,clusters,quality_rating
Raúl Gutiérrez Segalés,0.0,201.19163763066203,287,1,9627.035087719298,8556.578947368422,313.89473684210526,100.0701754385965,5.243859649122806,4820.052631578948,17.82456140350877,521.4736842105264,2101.333333333333,2110.561403508772,68.85964912280701,4820.052631578948,3.0736842105263142,4354.543859649123,32.2280701754386,5.0,433.280701754386,4.0,455.7719298245614,13.235087719298248,57,1,13.704545454545457,2775.0,0.0,4.0,0.0,20.0,20.0,0.0,44.0,1.0,Excellent programming skills,0.9006647723487679
Remus Rusanu,0.0,204.57142857142856,28,1,125884.33333333331,103193.0,7318.0,962.0,19.9,50952.333333333336,271.0,2355.333333333333,18782.0,28388.0,1156.0,50952.333333333336,3.2000000000000006,49083.333333333336,957.3333333333334,5.0,911.6666666666666,4.0,3165.6666666666665,9.6,3,1,34.0,186.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,Extremely bad programming skills,0.17516783439468797
Remy Maucherat,0.0,217.42857142857144,7,1,161.0,135.66666666666666,18.0,7.666666666666667,57.13333333333333,223.66666666666663,5.666666666666667,29.0,121.0,68.0,0.0,223.66666666666663,8.1,218.0,5.666666666666667,4.0,0.0,1.0,11.666666666666666,23.866666666666664,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9689975625798763
Richard S. Hall,0.0,200.7046336452865,8762,1,7772.09594095941,8481.789667896679,189.48339483394835,80.23985239852398,7.183763837638383,4601.638376383764,31.328413284132843,373.47232472324725,2079.7343173431736,1948.6678966789668,168.43542435424354,4601.638376383764,3.7354243542435386,4481.546125461255,39.693726937269375,5.0,80.39852398523985,4.0,512.5018450184502,31.81734317343174,271,1,16.877511961722487,72211.0,16.0,63.0,0.0,610.0,356.0,0.1607655502392344,1045.0,1.0,Excellent programming skills,0.9551698306766678
Rob Tompkins,4.0,99.65151515151516,66,20,5033.0,3318.2272727272725,193.22727272727272,55.54545454545455,7.872727272727274,1973.6818181818185,27.863636363636363,261.95454545454544,925.4090909090908,713.4090909090909,45.04545454545455,1973.6818181818185,3.7409090909090894,1888.5,60.09090909090909,4.136363636363637,25.09090909090909,3.5454545454545454,371.8181818181818,26.50909090909091,22,17,1.5,84.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,Excellent programming skills,0.9689975625798763
Rob Walker,0.0,344.1296296296296,54,1,12508.0,13639.666666666666,300.6666666666667,134.66666666666666,8.366666666666667,8119.0,42.66666666666666,700.3333333333334,3575.6666666666665,3559.333333333333,241.0,8119.0,3.7000000000000006,7848.666666666667,65.66666666666667,5.0,204.66666666666663,4.0,865.0,28.03333333333333,3,1,90.0,85.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,Excellent programming skills,0.9006647723487679
Robert Burrell Donkin,0.0,190.13583138173303,2562,14,2047.7055214723923,1740.4693251533745,276.26073619631904,54.34969325153374,37.7812883435583,1612.9325153374234,109.58588957055214,282.15337423312883,490.97546012269936,692.7515337423313,37.466257668711656,1612.9325153374234,5.917177914110428,1599.6564417177915,7.595092024539877,2.785276073619632,5.680981595092025,2.7576687116564416,128.39877300613497,29.65153374233131,326,14,16.37236842105263,50271.0,8.0,39.0,9.0,296.0,408.0,0.0013157894736842,760.0,3.0,Excellent programming skills,0.9689975625798763
Robert James Oxspring,0.0,209.0169014084507,355,2,1740.442857142857,1133.9714285714283,164.94285714285715,67.71428571428571,37.50571428571429,787.5714285714286,0.0428571428571428,79.88571428571429,415.6571428571429,272.3428571428572,19.642857142857142,787.5714285714286,3.497142857142856,785.1571428571428,1.3,3.0142857142857142,1.1142857142857143,3.957142857142857,120.28571428571428,17.858571428571413,70,2,14.763636363636364,14377.0,0.0,11.0,1.0,90.0,118.0,0.0409090909090909,220.0,2.0,Excellent programming skills,0.9689975625798763
Robert Leland,0.0,234.5105882352941,425,1,900.809523809524,591.7619047619048,134.66666666666666,13.238095238095235,8.030476190476195,452.9714285714286,0.0,35.79047619047619,218.36190476190475,140.43809523809523,58.38095238095238,452.9714285714286,5.800000000000001,435.2380952380952,11.38095238095238,4.0,6.352380952380952,3.2285714285714286,48.35238095238096,29.753333333333348,105,1,25.77777777777778,3589.0,0.0,3.0,0.0,42.0,18.0,0.0,63.0,1.0,Excellent programming skills,0.9551698306766678
Robert Scholte,0.0,155.0,2,1,875.0,535.0,35.0,9.0,5.3,536.0,0.0,46.0,341.0,129.0,20.0,536.0,4.1,533.0,1.0,4.0,2.0,4.0,50.0,21.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Rodney Waldhoff,0.0,195.85179153094464,1228,4,4431.118483412322,2810.616113744076,172.07582938388626,58.25118483412322,13.597630331753551,1884.478672985782,14.454976303317537,317.5924170616114,731.3317535545024,786.4834123222748,34.61611374407583,1884.478672985782,3.777725118483412,1842.6113744075828,30.260663507109005,4.639810426540285,11.606635071090048,3.914691943127962,218.8341232227488,27.83838862559241,211,4,16.29419525065963,46253.0,7.0,63.0,28.0,276.0,384.0,0.0013192612137203,758.0,4.0,Excellent programming skills,0.9689975625798763
Roger Lee Whitcomb,0.0,947.2,5,1,4562.0,2889.333333333333,58.0,21.0,1.9,1280.6666666666667,3.6666666666666665,130.66666666666666,815.3333333333334,247.66666666666663,83.33333333333333,1280.6666666666667,2.6,1257.6666666666667,9.0,5.0,14.0,4.0,371.6666666666667,20.03333333333333,3,1,47.5,67.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,Excellent programming skills,0.9006647723487679
Roland Weber,0.0,174.60577427821522,1905,2,2671.7020202020203,2034.391414141414,221.87626262626264,46.64393939393939,9.549494949494951,1160.9646464646464,0.9292929292929292,265.280303030303,479.1313131313131,411.09090909090907,4.532828282828283,1160.9646464646464,3.8878787878787855,1113.5,1.7878787878787878,2.830808080808081,45.67676767676768,3.992424242424242,225.1969696969697,20.893434343434333,396,2,18.558886509635972,56451.0,3.0,60.0,43.0,406.0,422.0,0.0224839400428265,934.0,2.0,Excellent programming skills,0.9006647723487679
Rory Winston,0.0,176.95303326810176,1533,2,2728.6339285714284,2364.2976190476197,55.19940476190476,31.24702380952381,4.166369047619048,1723.0119047619048,1.0,230.26488095238096,823.7857142857143,654.4642857142857,13.49702380952381,1723.0119047619048,4.16845238095238,1602.6934523809523,2.4851190476190474,4.0,117.83333333333331,3.997023809523809,193.5,40.61071428571419,336,2,16.398754669987547,294569.0,2.0,708.0,33.0,2080.0,1192.0,0.0149439601494396,4015.0,1.0,Excellent programming skills,0.9551698306766678
Sam Berlin,0.0,306.9594594594595,74,2,3882.0,2858.785714285714,445.4285714285714,65.71428571428571,9.97857142857143,1643.571428571429,9.0,318.2857142857143,702.8571428571429,605.0714285714286,8.357142857142858,1643.571428571429,3.985714285714285,1583.928571428571,4.428571428571429,4.214285714285714,55.21428571428572,4.0,337.42857142857144,18.77857142857143,14,2,17.636363636363637,731.0,0.0,1.0,0.0,5.0,5.0,0.0,11.0,2.0,Excellent programming skills,0.9006647723487679
Sandy McArthur Jr,0.0,373.22222222222223,9,2,1706.0,1122.4,147.4,35.6,34.58,974.2,5.2,153.6,362.2,435.8,17.4,974.2,3.76,939.8,19.6,4.4,14.8,4.0,75.4,25.22,5,2,2.0,118.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,Excellent programming skills,0.9689975625798763
Scott Sanders,0.0,211.008658008658,231,3,730.02,728.68,123.72,21.9,27.678,743.5,74.14,153.34,170.9,337.72,7.4,743.5,6.065999999999998,743.22,0.22,1.48,0.06,1.04,41.0,31.565999999999995,50,3,14.57516339869281,9670.0,0.0,4.0,5.0,58.0,86.0,0.0065359477124183,153.0,3.0,Excellent programming skills,0.9689975625798763
Sean Sullivan,0.0,393.0,48,3,466.1081081081081,335.43243243243245,62.810810810810814,13.243243243243244,48.44054054054052,264.81081081081084,1.2972972972972974,32.054054054054056,86.21621621621621,126.8108108108108,18.43243243243243,264.81081081081084,3.9702702702702704,257.7567567567568,3.054054054054054,4.108108108108108,4.0,1.4054054054054057,20.89189189189189,36.24054054054054,37,2,19.20634920634921,3805.0,0.0,2.0,2.0,31.0,28.0,0.0,63.0,1.0,Excellent programming skills,0.9689975625798763
Sebastian Bazley,0.0,161.40038788203037,14953,22,3967.556377884197,2883.9114061819764,232.5576839355681,55.119286025250325,13.509643012625515,1859.7490204614717,9.601001306051373,228.11950370047887,850.588811493252,710.7605572485851,60.679146713104046,1859.7490204614717,3.844209838920365,1768.743796255986,19.567914671310405,3.996299521114498,71.43730953417501,3.550065302568568,242.60013060513717,29.290857640400866,4594,22,15.07736842105263,386895.0,10.0,585.0,66.0,2868.0,2171.0,0.0157894736842105,5700.0,20.0,Excellent programming skills,0.9689975625798763
Sebb,-1.0,53.41666666666666,36,3,4471.8,2841.0,208.0,43.0,6.0,2973.6,4.0,419.0,1153.4,1314.2,83.0,2973.6,4.3,2917.6,52.0,4.0,4.0,4.0,274.6,28.6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Sergey Shelukhin,0.0,228.34934497816596,229,1,124982.87096774194,102632.51612903226,7132.032258064516,903.8709677419356,18.941935483870967,50415.48387096774,270.5483870967742,2323.709677419354,18523.74193548387,28195.322580645163,1102.1612903225807,50415.48387096774,3.200000000000001,48571.32258064516,950.032258064516,5.0,894.1290322580645,4.0,3133.2903225806454,9.59032258064516,31,1,8.96551724137931,7682.0,0.0,1.0,0.0,42.0,73.0,0.0,116.0,1.0,Extremely bad programming skills,0.17516783439468797
Siegfried Goeschl,0.0,190.1013133208255,533,2,488.0986842105263,402.3157894736842,30.220394736842103,18.63815789473684,26.33223684210529,192.91776315789477,1.9078947368421053,28.05921052631579,111.32236842105264,49.328947368421055,2.299342105263158,192.91776315789477,4.4710526315789485,191.47368421052636,0.2467105263157894,1.3717105263157894,1.1973684210526316,3.601973684210526,38.99013157894737,27.84539473684211,304,2,14.953191489361702,15279.0,0.0,21.0,2.0,111.0,101.0,0.0553191489361702,235.0,2.0,Excellent programming skills,0.9689975625798763
Simon Kitching,0.0,200.22563559322035,944,3,2080.9695652173914,1420.9608695652173,392.9739130434783,113.59130434782608,65.4434782608695,1590.2565217391304,49.721739130434784,163.18260869565216,646.8347826086956,685.3391304347826,45.178260869565214,1590.2565217391304,5.993478260869566,1559.2956521739131,4.491304347826087,4.652173913043479,26.469565217391303,3.969565217391304,161.7826086956522,31.848260869565188,230,3,17.42138364779874,19698.0,3.0,22.0,2.0,159.0,132.0,0.0345911949685534,318.0,2.0,Excellent programming skills,0.9689975625798763
Simone Tripodi,0.0,191.92000543256825,7363,9,2292.052098408104,1810.4167872648336,233.5475156777617,62.54124457308249,24.39966232513281,1059.000964785335,25.820067534973468,64.62325132657983,548.460684997588,403.1654606849976,16.931500241196336,1059.000964785335,4.560202604920364,1013.7399903521466,27.13603473227207,4.338157260009648,18.124939700916546,3.137964302942595,205.2262421611192,29.29570670525805,2073,8,22.487772637144747,107104.0,17.0,88.0,12.0,784.0,612.0,0.014540647719762,1513.0,7.0,Excellent programming skills,0.9689975625798763
Siying Dong,0.0,230.79942693409745,349,1,45994.5625,40246.0,2123.4375,220.5625,15.95,19156.0,197.625,963.875,7389.1875,10173.1875,432.125,19156.0,3.374999999999999,18301.1875,477.9375,5.0,376.875,4.0,1229.375,10.5625,16,1,8.35135135135135,2487.0,1.0,2.0,0.0,22.0,12.0,0.054054054054054,37.0,1.0,Excellent programming skills,0.9006647723487679
Stefan Bodewig,0.0,131.4090909090909,22,5,3069.125,2140.25,59.5,29.375,4.35,1208.625,2.75,78.5,685.875,398.625,42.875,1208.625,3.725000000000001,1190.875,10.75,3.5,7.0,3.625,275.75,24.0875,8,5,90.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Excellent programming skills,0.9006647723487679
Stefano Lenzi,0.0,212.9586206896552,580,1,8564.0,9225.0,211.5,89.0,7.45,5095.0,31.5,407.5,2293.5,2147.5,215.0,5095.0,3.85,4966.0,45.5,5.0,83.5,4.0,591.0,32.6,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Stephane Frenot,0.0,222.37052117263843,1228,1,12340.0,13446.57142857143,299.9142857142857,132.22857142857143,8.457142857142856,7955.0,43.2,693.2571428571429,3514.3714285714286,3455.1714285714284,249.0,7955.0,3.717142857142858,7692.942857142857,64.97142857142858,5.0,197.0857142857143,4.0,843.9428571428572,28.388571428571424,35,1,19.898617511520737,11314.0,0.0,32.0,0.0,97.0,88.0,0.0,217.0,1.0,Excellent programming skills,0.9551698306766678
Stephane Mor,0.0,513.0,5,1,2009.3333333333333,1417.0,61.0,53.0,13.566666666666668,1107.0,3.333333333333333,52.333333333333336,541.0,508.3333333333333,2.0,1107.0,4.766666666666667,1102.0,0.0,1.0,5.0,4.0,209.33333333333331,25.566666666666663,3,1,11.727272727272728,584.0,0.0,1.0,0.0,3.0,7.0,0.0,11.0,1.0,Excellent programming skills,0.9006647723487679
Stephen Colebourne,0.0,182.4563915266618,6845,12,7663.075085324232,4565.994027303755,297.8523890784983,106.73122866894198,9.904522184300376,3156.295221843003,7.533276450511946,618.5639931740615,1318.9343003412969,1137.6919795221845,73.5716723549488,3156.295221843003,3.462798634812318,3085.604948805461,53.8882252559727,4.773037542662116,16.802047781569964,3.9803754266211606,396.80119453924914,29.26134812286692,1172,12,17.956004756242567,94147.0,10.0,134.0,50.0,809.0,679.0,0.0035671819262782,1682.0,5.0,Excellent programming skills,0.9689975625798763
Steven M. Cohen,0.0,225.6748201438849,695,1,2190.5,1868.698113207547,85.13207547169812,41.886792452830186,9.261320754716976,1548.698113207547,0.8301886792452831,214.4245283018868,781.933962264151,541.5094339622641,10.0,1548.698113207547,4.352830188679243,1416.3867924528302,1.9056603773584904,4.0,130.4056603773585,4.0,172.3679245283019,47.00566037735847,106,1,13.46341463414634,9728.0,1.0,7.0,5.0,81.0,70.0,0.0,164.0,1.0,Excellent programming skills,0.9551698306766678
Stian Soiland-Reyes,0.0,165.437125748503,167,7,4887.311688311688,4020.064935064935,365.23376623376623,43.8051948051948,10.58961038961038,2992.779220779221,336.4155844155844,733.9090909090909,823.4805194805194,1009.922077922078,89.05194805194805,2992.779220779221,5.218181818181816,2954.5064935064934,23.727272727272727,3.883116883116883,14.545454545454543,3.805194805194805,258.24675324675326,30.767532467532483,77,6,19.38888888888889,1152.0,0.0,0.0,0.0,13.0,5.0,0.0,18.0,1.0,Excellent programming skills,0.9689975625798763
Sung-Gu Park,0.0,342.5,2,1,202.0,166.0,29.5,3.0,36.7,95.0,0.0,13.0,32.0,43.0,7.0,95.0,3.6,94.0,1.0,4.0,0.0,1.0,10.0,37.2,2,1,20.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Excellent programming skills,0.9689975625798763
Sushanth Sowmyan,0.0,243.22490566037732,1325,1,108909.83018867925,89465.94339622642,5826.433962264151,724.5094339622641,18.50188679245284,44174.15094339623,258.5660377358491,1994.754716981132,16172.11320754717,24742.867924528306,1005.8490566037736,44174.15094339623,3.220754716981129,42549.0,848.2641509433962,5.0,776.8867924528302,4.0,2750.1509433962265,9.65094339622642,53,1,30.39443436176649,141035.0,12.0,69.0,5.0,908.0,659.0,0.1288566243194192,1653.0,1.0,Extremely bad programming skills,0.17516783439468797
Szehon Ho,0.0,177.875,8,1,124985.0,103443.0,6634.0,716.0,15.4,49638.0,266.0,2272.0,18091.0,28080.0,929.0,49638.0,3.2,47857.0,949.0,5.0,832.0,4.0,3079.0,9.5,2,1,9.860869565217392,8547.0,1.0,4.0,1.0,61.0,48.0,0.1565217391304348,115.0,1.0,Extremely bad programming skills,0.17516783439468797
Ted Nathan Husted,0.0,190.948717948718,39,3,1077.5,699.5714285714286,156.92857142857142,20.785714285714285,12.149999999999997,474.2142857142857,0.9285714285714286,40.21428571428572,239.07142857142856,187.8571428571429,6.142857142857143,474.2142857142857,5.292857142857143,455.4285714285714,13.214285714285714,3.7857142857142856,5.571428571428571,2.9285714285714284,75.5,28.807142857142857,14,3,19.52777777777778,2148.0,0.0,0.0,0.0,14.0,22.0,0.0,36.0,1.0,Excellent programming skills,0.9551698306766678
Thejas Nair,0.0,207.9196775986659,3598,1,110996.4564102564,91182.44615384616,6006.430769230769,818.723076923077,19.81333333333332,45118.230769230766,263.2307692307692,2053.0717948717947,16805.553846153845,24911.553846153845,1084.820512820513,45118.230769230766,3.231282051282045,43443.8717948718,859.6615384615385,5.0,814.6974358974359,4.0,2862.9538461538464,9.73641025641025,195,1,24.66289663839145,231593.0,34.0,143.0,5.0,1733.0,1268.0,0.0490103675777568,3183.0,1.0,Extremely bad programming skills,0.17516783439468797
Thomas Neidhart,0.0,185.1221207307387,5036,8,8217.512883435584,4672.39018404908,381.4245398773006,95.01472392638036,7.037791411042869,2717.363190184049,13.175460122699386,707.7901840490797,1245.99754601227,722.9521472392638,27.4478527607362,2717.363190184049,3.108957055214697,2586.01472392638,123.98895705521473,4.747239263803681,7.359509202453988,3.720245398773006,407.8588957055215,28.608343558282144,815,8,19.83443708609272,26693.0,2.0,37.0,1.0,260.0,153.0,0.0905077262693156,453.0,6.0,Excellent programming skills,0.9689975625798763
Tim O'Brien,0.0,227.60162601626016,123,9,1565.7027027027027,1478.2567567567569,167.85135135135135,30.5,34.14594594594594,1178.0945945945946,43.04054054054054,105.29729729729728,432.97297297297297,575.5540540540541,21.22972972972973,1178.0945945945946,5.9229729729729765,1132.7837837837835,38.554054054054056,3.027027027027027,6.756756756756757,2.810810810810811,79.27027027027027,26.422972972972964,74,9,12.941176470588236,1102.0,0.0,1.0,0.0,8.0,8.0,0.0588235294117647,17.0,4.0,Excellent programming skills,0.9689975625798763
Timothy Bennett,0.0,127.996336996337,273,1,4332.068965517241,5017.068965517241,112.27586206896552,45.0,7.575862068965518,2121.1724137931037,26.41379310344828,159.3793103448276,1068.4827586206898,798.551724137931,68.34482758620689,2121.1724137931037,3.858620689655173,2075.620689655173,20.55172413793104,5.0,25.0,4.0,214.68965517241375,32.041379310344844,29,1,23.757142857142856,4115.0,0.0,0.0,0.0,46.0,24.0,0.0,70.0,1.0,Excellent programming skills,0.9551698306766678
Timothy O'Brien,0.0,221.42013888888889,288,3,970.3232323232324,783.6666666666666,28.02020202020202,8.818181818181818,8.714141414141407,396.37373737373736,0.3434343434343434,54.525252525252526,210.67676767676767,126.96969696969695,3.8585858585858586,396.37373737373736,3.514141414141412,391.4040404040404,2.363636363636364,1.303030303030303,2.606060606060606,3.787878787878788,46.21212121212121,20.12727272727271,99,3,26.144736842105264,4005.0,0.0,7.0,1.0,41.0,27.0,0.0,76.0,1.0,Excellent programming skills,0.9006647723487679
Torsten Curdt,0.0,158.37078651685394,1780,2,7012.308641975309,5026.333333333333,806.8395061728395,228.0123456790124,66.76419753086421,3872.8271604938273,26.0,210.320987654321,1718.9382716049383,1845.530864197531,72.03703703703704,3872.8271604938273,6.017283950617277,3715.037037037037,69.67901234567901,5.0,88.11111111111111,4.0,408.5925925925926,24.33703703703706,81,1,14.023923444976075,12758.0,1.0,10.0,3.0,127.0,68.0,0.0526315789473684,209.0,1.0,Excellent programming skills,0.9689975625798763
Trustin Lee,0.0,143.0,1,1,12097.0,13289.0,296.0,132.0,8.5,7822.0,41.0,680.0,3407.0,3459.0,235.0,7822.0,3.7,7608.0,64.0,5.0,150.0,4.0,837.0,28.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Trygve Laugstol,0.0,246.66666666666663,30,1,406.6666666666667,306.0,24.83333333333333,13.166666666666666,28.433333333333334,133.33333333333334,1.0,19.5,73.83333333333333,28.5,10.5,133.33333333333334,4.233333333333333,130.5,2.1666666666666665,5.0,0.6666666666666666,3.0,32.0,30.8,6,1,9.909090909090908,671.0,0.0,4.0,0.0,6.0,1.0,0.0,11.0,1.0,Excellent programming skills,0.9689975625798763
Vadim Gritsenko,0.0,160.70153730783653,5334,2,3767.0,3392.0,372.0,52.0,17.25,3156.0,269.0,723.5,730.5,1373.0,60.0,3156.0,5.4,3122.0,22.0,5.0,12.0,4.0,187.0,29.3,2,1,90.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Excellent programming skills,0.9006647723487679
Vaibhav Gumashta,0.0,199.28571428571428,7,1,123455.33333333331,102027.33333333331,6615.333333333333,714.6666666666666,15.633333333333333,49162.66666666666,265.3333333333333,2258.0,17799.333333333332,27916.33333333333,923.6666666666666,49162.66666666666,3.2000000000000006,47384.333333333336,935.3333333333334,5.0,843.0,4.0,3044.0,9.5,3,1,9.5,414.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,1.0,Extremely bad programming skills,0.17516783439468797
Vikram Dixit K,0.0,191.6185567010309,291,1,122668.69230769233,100696.3846153846,6955.615384615385,908.3846153846154,19.353846153846156,49534.769230769234,269.0769230769231,2281.3846153846152,18317.46153846154,27552.76923076923,1114.076923076923,49534.769230769234,3.2,47715.46153846154,933.6153846153846,5.0,885.6923076923077,4.0,3106.769230769231,9.646153846153846,13,1,13.507246376811594,4565.0,1.0,5.0,0.0,28.0,35.0,0.0579710144927536,69.0,1.0,Extremely bad programming skills,0.17516783439468797
Vincent Massol,0.0,181.16666666666663,6,2,2955.8,2208.4,144.8,117.8,17.54,1754.4,39.6,170.0,811.2,719.2,14.4,1754.4,6.14,1738.8,10.8,2.8,4.8,2.8,296.8,26.48,5,2,2.25,690.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,Excellent programming skills,0.9551698306766678
Wendy Smoak,0.0,175.83333333333334,6,1,4395.5,1769.0,210.5,29.0,6.949999999999999,2003.5,1.5,110.5,845.0,872.5,174.0,2003.5,2.9,1918.5,62.5,4.5,22.5,4.0,412.5,19.05,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
William Barker,0.0,214.1034482758621,58,1,165.0487804878049,139.65853658536585,19.463414634146343,7.853658536585366,66.14634146341461,233.97560975609755,5.853658536585366,30.463414634146343,126.39024390243902,71.26829268292683,0.0,233.97560975609755,8.148780487804878,228.5609756097561,5.414634146341464,4.0,0.0,1.0,11.853658536585366,24.092682926829244,41,1,8.333333333333334,219.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,Excellent programming skills,0.9689975625798763
Woonsan Ko,0.0,184.0,1,1,584.0,432.0,9.0,6.0,3.5,319.0,2.0,20.0,227.0,64.0,6.0,319.0,5.0,315.0,1.0,4.0,3.0,4.0,52.0,30.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
Xuefu Zhang,0.0,192.80603015075377,995,1,116949.44578313253,96198.53012048193,6369.168674698795,831.855421686747,18.87349397590361,47167.25301204819,264.73493975903614,2162.3373493975905,17533.746987951807,26141.66265060241,1064.7710843373493,47167.25301204819,3.2048192771084296,45428.14457831325,896.7590361445783,5.0,842.3493975903615,4.0,2991.5060240963853,9.667469879518078,83,1,20.452768729641694,64888.0,14.0,44.0,3.0,457.0,403.0,0.0879478827361563,921.0,1.0,Extremely bad programming skills,0.17516783439468797
Yin Huai,0.0,245.9,10,1,102282.33333333331,84056.66666666667,5353.333333333333,793.3333333333334,21.066666666666663,42013.66666666666,261.0,1902.6666666666667,15844.333333333334,22905.0,1100.6666666666667,42013.66666666666,3.266666666666667,40434.0,806.0,5.0,773.6666666666666,4.0,2697.0,9.866666666666667,3,1,13.76923076923077,848.0,0.0,3.0,0.0,5.0,5.0,0.0,13.0,1.0,Extremely bad programming skills,0.17516783439468797
Yoav Shapira,0.0,387.094,500,10,1335.9166666666667,1072.0,130.08333333333334,32.791666666666664,40.65416666666668,923.4583333333334,39.083333333333336,132.625,314.9583333333333,419.2916666666667,17.5,923.4583333333334,5.412500000000001,901.5,12.708333333333334,3.9583333333333335,9.25,2.5416666666666665,74.75,25.1625,24,10,10.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Excellent programming skills,0.9689975625798763
Yongqiang He,0.0,196.40085653104924,2335,1,36801.58778625954,32085.95419847328,1767.2213740458014,183.9770992366412,14.778625954198494,15680.923664122138,174.4885496183206,730.4961832061068,6490.900763358779,7760.740458015267,524.2977099236641,15680.923664122138,3.53740458015268,14893.12213740458,427.8854961832061,5.0,359.91603053435114,4.0,1098.3435114503816,11.931297709923667,131,1,14.938053097345133,36727.0,2.0,49.0,0.0,305.0,209.0,0.0123893805309734,565.0,1.0,Excellent programming skills,0.9006647723487679
Zheng Shao,0.0,185.26312519415967,6438,1,17479.916666666668,15293.113333333333,1254.996666666667,93.8,15.774999999999991,9711.28,119.87,399.5033333333333,4058.01,4468.403333333334,665.4933333333333,9711.28,4.416333333333344,9060.393333333332,285.02,5.0,365.8666666666667,4.0,651.26,12.20266666666667,300,1,13.87618545837724,126100.0,14.0,78.0,2.0,878.0,926.0,0.0416227608008429,1898.0,1.0,Excellent programming skills,0.9006647723487679
adammurdoch,0.0,257.10176991150445,1356,1,1167.596638655462,741.1512605042017,8.478991596638656,5.033613445378151,0.9222689075630244,340.69747899159665,0.0,30.323529411764707,202.35294117647055,47.77731092436975,60.2436974789916,340.69747899159665,3.007563025210079,336.93277310924367,0.0,1.0,3.764705882352941,4.0,113.11344537815124,22.07352941176473,238,1,21.893939393939394,19554.0,0.0,15.0,3.0,179.0,133.0,0.1212121212121212,330.0,1.0,Excellent programming skills,0.9006647723487679
asf-sync-process,0.0,265.1428571428572,21,3,7018.0,4663.0,1035.0,226.0,35.15,3078.0,3.5,323.0,1876.5,865.0,10.0,3078.0,4.1,3019.5,8.5,4.0,50.0,4.0,565.0,11.55,2,2,21.307692307692307,709.0,0.0,1.0,0.0,10.0,2.0,0.0,13.0,2.0,Excellent programming skills,0.9006647723487679
dlaha,0.0,202.8,5,1,10066.0,5623.0,449.0,120.0,6.6,3195.0,15.0,897.0,1516.0,753.0,14.0,3195.0,3.1,3025.0,165.0,5.0,5.0,4.0,490.0,29.4,2,1,4.666666666666667,184.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,Excellent programming skills,0.9551698306766678
ecki,0.0,173.16129032258064,31,1,4473.0,2839.75,61.0,24.0,2.125,1318.0,3.0,129.25,848.5,254.5,82.75,1318.0,2.6,1294.25,9.75,5.0,14.0,4.0,364.25,19.65,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
fpj,0.0,94.90697674418604,43,1,10111.0,8916.0,384.0,107.0,5.0,4981.0,18.0,534.0,2199.0,2153.0,77.0,4981.0,3.1,4471.0,33.0,5.0,477.0,4.0,493.0,13.5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
markt,0.0,68.0,1,1,3463.0,2304.0,74.0,25.0,3.9,2949.0,1.0,221.0,426.0,2287.0,14.0,2949.0,2.4,2887.0,9.0,4.0,53.0,4.0,129.0,16.9,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excellent programming skills,0.9551698306766678
